"Anatomical Strucures, Cell Types and Biomarkers Table for Lung v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Gloria Pryhuber; Xin Sun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-9185-3994; 0000-0001-8387-4966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Jeff Whitsett; Ed Morrisey; Martijn Nawijn; Purushotha Tata; Ansley Conchola; Ellen Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"10.1038/s41586-020-2922-4; 10.1038/s41586-020-2922-4; 10.1152/physrev.00001.2018; 10.1038/s41586-018-0394-6; doi:10.1172/jci.insight.90558; 10.1126/sciadv.aba1983; 10.7554/eLife.62522; 10.1164/rccm.201911-2199OC; Gray's Anatomy The Anatomical Basis of Clinical Practice ed.Standring, S. Elsevier. 2021 ISBN:978-0-7020-7705-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,10.48539/HBM868.DWJZ.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,3/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTES,AS-CT PMID,AS-CT DOI,AS-CT Reference,BG/1,BG/1/LABEL,BG/1/ID,BG/2,BG/2/LABEL,BG/2/ID,BG/3,BG/3/LABEL,BG/3/ID,BG/4,BG/4/LABEL,BG/4/ID,BG/5,BG/5/LABEL,BG/5/ID,BP/1,BP/1/LABEL,BP/1/ID,BP/2,BP/2/LABEL,BP/2/ID,FTU,REF/1,REF/1/DOI,REF/2,REF/2/DOI,REF/3,REF/3/DOI
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Left Superior Segmental Bronchus,Left Superior Segmental Bronchus,fma:7504,ciliated ducts of bronchial submucosal gland,ciliated ducts of bronchial submucosal gland,,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland secretory,secretory cells of terminal ciliated ducts of submucosal glands,LMHA:00143,,,,,MUC5AC,"mucin 5AC, oligomeric mucus/gel-forming",HGNC:7515,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Left Superior Segmental Bronchus,Left Superior Segmental Bronchus,fma:7504,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland collecting duct epithelium,epithelial cells of collecting ducts of submucosal glands,LMHA:00693,,,,,BPIFA1,BPI Fold Containing Family A Member 1,HGNC:15749,,,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Left Superior Segmental Bronchus,Left Superior Segmental Bronchus,fma:7504,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland mucous cells,mucus cells of submucosal glands,LMHA:00238,,,,,MUC5B,"mucin 5B, oligomeric mucus/gel-forming",HGNC:7516,SPDEF,SAM pointed domain containing ETS transcription factor,HGNC:17257,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Left Superior Segmental Bronchus,Left Superior Segmental Bronchus,fma:7504,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland serous cells,serous cells of submucosal glands,LMHA:00340,,,,,PIGR,polymeric immunoglobulin receptor,HGNC:8968,LYZ,lysozyme,HGNC:6740,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Left Superior Segmental Bronchus,Left Superior Segmental Bronchus,fma:7504,bronchial submucosal gland,mucous gland of lung,UBERON:0019190,,,,,,,epithelial,epithelial,CL:0000066,submucosal gland myoepithelium,myoepithelial cells of glands,CL:0000185,,,,,TP63,tumor protein p63,HGNC:15979,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,KRT5,keratin 5,HGNC:6442,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,epithelial,epithelial,CL:0000066,ciliated cuboidal epithelium,ciliated cuboidal epithelium,,not in CL,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,epithelial,epithelial,CL:0000066,club,club cell of bronchiole,CL:0000158,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F2,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,CCKAR,cholecystokinin A receptor,HGNC:1570,CTSE,cathepsin E,HGNC:2530,SCGB3A2,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,epithelial,epithelial,CL:0000066,serous,serous cell of epithelium of lobular bronchiole,CL:1000333,,,,,PRR4,proline rich 4,HGNC:18020,LPO,lactoperoxidase,HGNC:6678,LTF,lactotransferrin,HGNC:6720,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,mesenchymal,mesenchymal,CL:0008019,smooth muscle cells,airway smooth muscle cells,,not in CL,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Primary Bronchioles,Set of Proximal Bronchioles,fma:279818,,,,,,,,,,epithelial,epithelial,CL:0000066,basal,basal epithelial cell of lobular bronchiole,CL:1000352,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,epithelial,epithelial,CL:0000066,terminal bronchiole serous cell,serous cell of epithelium of terminal bronchiole,CL:1000332,,,,,LYZ,lysozyme,HGNC:6740,LTF,lactotransferrin,HGNC:6720,PIGR,polymeric immunoglobulin receptor,HGNC:8968,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,epithelial,epithelial,CL:0000066,ciliated cuboidal epithelium,ciliated cuboidal epithelium,,not in CL,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,epithelial,epithelial,CL:0000066,club,club cell of bronchiole,CL:0000158,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F2,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,CCKAR,cholecystokinin A receptor,HGNC:1570,CTSE,cathepsin E,HGNC:2530,SCGB3A2,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,smooth muscle tissue of terminal bronchiole,smooth muscle tissue of terminal bronchiole,UBERON_0004516,,,,mesenchymal,mesenchymal,CL:0008019,smooth muscle cells,airway smooth muscle cells,,not in CL,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,,,,,,,epithelial,epithelial,CL:0000066,basal,basal epithelial cell of terminal bronchiole,CL:1000350,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Terminal/ Transitional Bronchioles,terminal bronchiole,UBERON:0002187,Bronchoalveolar duct junction,bronchoalveolar duct junction,UBERON:0004903,,,,epithelial,epithelial,CL:0000066,bronchioalveolar stem cell,bronchioalveolar stem cell,CL:1001566,,,,,SFTPC,surfactant protein C,HGNC:10802,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,,,epithelial,epithelial,CL:0000066,ciliated cuboidal epithelium,ciliated cuboidal epithelium,,not in CL,,,,FOXJ1,forkhead box J1,HGNC:3816,RSPH1,radial spoke head component 1,HGNC:12371,DYNLRB2,dynein light chain roadblock-type 2,HGNC:15467,TUBB4B,tubulin beta 4B class IVb,HGNC:20771,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,,,epithelial,epithelial,CL:0000066,club,club cell of bronchiole,CL:0000158,,,,,SCGB1A1,secretoglobin family 1A member 1,HGNC:12523,SCGB3A2,secretoglobin family 3A member 2,HGNC:18391,CYP2F2,cytochrome P450 family 2 subfamily F member 1,HGNC:2632,CCKAR,cholecystokinin A receptor,HGNC:1570,CTSE,cathepsin E,HGNC:2530,SCGB3A2,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,smooth muscle tissue of respiratory bronchiole,smooth muscle tissue of respiratory bronchiole,UBERON_0004517,mesenchymal,mesenchymal,CL:0008019,smooth muscle cells,airway smooth muscle cells,,not in CL,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Respiratory bronchioles,respiratory bronchiole,UBERON:0002188,,,,epithelial,epithelial,CL:0000066,basal,basal epithelial cell of terminal bronchiole,CL:1000350,,,,,TP63,tumor protein p63,HGNC:15979,KRT5,keratin 5,HGNC:6442,NGFR,nerve growth factor receptor,HGNC:7809,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveolar Ducts,pulmonary alveolar duct,UBERON:0002173,,,,mesenchymal,mesenchymal,CL:0008019,smooth muscle cells,airway smooth muscle cells,,not in CL,,,,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,TAGLN,transgelin,HGNC:11553,CNN1,calponin 1,HGNC:2155,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveolar Ducts,pulmonary alveolar duct,UBERON:0002173,,,,mesenchymal,mesenchymal,CL:0008019,lung matrix fibroblast 2,Fibroblast type 2 (F2),,not in CL,,,,MFAP5,microfibril associated protein 5,HGNC:29673,SCARA5,scavenger receptor class A member 5,HGNC:28701,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveolar Ducts,pulmonary alveolar duct,UBERON:0002173,,,,mesenchymal,mesenchymal,CL:0008019,matrix fibroblast 1/(Lipofibroblast),Matrix fibroblast 1/(Lipofibroblast),LMHA:00209,,,,,WNT2,Wnt family member 2,HGNC:12780,TCF21,transcription factor 21 HGNC:11632,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,epithelial,epithelial,CL:0000066,AT1,type I pneumocyte,CL:0002062,,,,,AGER,advanced glycosylation end-product specific receptor,HGNC:320,EMP2,epithelial membrane protein 2,HGNC:3334,KRT7,,,AQP4,aquaporin 4,HGNC:637,CAV1,caveolin 1,HGNC:1527,HTI-56,,,,,,,Dobbs et all 1999,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,epithelial,epithelial,CL:0000066,AT2,type II pneumocyte,CL:0002063,,,,,SFTPC,surfactant protein C,HGNC:10802,ABCA3,ATP binding cassette subfamily A member 3,HGNC:33,SFTPA2,surfactant protein A,,,,,,,,HT2-280,,,,,,,Dobbs et all 1999,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,mesenchymal,mesenchymal,CL:0008019,secondary crest myofibroblasts,secondary crest myofibroblasts,CL:0000186,,,,,LTBP2,latent transforming growth factor beta binding protein 2,HGNC:6715,PDGFRA,platelet derived growth factor receptor beta,HGNC:8804,ACTA2,"actin alpha 2, smooth muscle",HGNC:130,STC1,stanniocalcin 1,HGNC:11373,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,mesenchymal,mesenchymal,CL:0008019,lung matrix fibroblast 2,lung matrix fibroblast 2,,not in CL,,,,MFAP5,microfibril associated protein 5,HGNC:29673,SCARA5,scavenger receptor class A member 5,HGNC:28701,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,mesenchymal,mesenchymal,CL:0008019,matrix fibroblast 1/(Lipofibroblast),lung matrix fibroblast 1/(Lipofibroblast?),LMHA:00209,not in CL,,,,WNT2,Wnt family member 2,HGNC:12780,TCF21,transcription factor 21 HGNC:11632,,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,,,,hematopoietic,hematopoietic,CL:0000988,pericyte,pericyte,CL:0000669,,,,,PDGFRB,platelet derived growth factor receptor beta,HGNC:8804,COX4I2,cytochrome c oxidase subunit 4I2 HGNC:16232,HGNC:16232,RERGL,RERG like,HGNC:26213,CSG4,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,Alveolar capillaries,pulmonary capilllary,UBERON:0016405,endothelial,endothelial,CL:0000115,CAP1,capillary endothelial cell 1,,not in CL,,,,DTL,denticleless E3 ubiquitin protein ligase homolog,HGNC:30288,IL7R,interleukin 7 receptor HGNC:6024,,APLNT,,,PLVAP,plasmalemma vesicle associated protein,HGNC:13635,GPIHBP1,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1,HGNC:24945,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Pulmonary Acinus,Pulmonary Acinus,UBERON:0008874,Alveoli,pulmonary alveolar parenchyma,UBERON:0008870,Alveolar capillaries,pulmonary capilllary,UBERON:0016405,endothelial,endothelial,CL:0000115,CAP2,capillary endothelial cell 2,,not in CL,,,,EDNRB,endothelin receptor type B,HGNC:3180,APLN,apelin,HGNC:16665,CA4,carbonic anhydrase 4,HGNC:1375,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,Pulmonary Vein,pulmonary vein,UBERON:0002016,Pulmonary Vein endotheliim,Pulmonary Vein endotheliim,,endothelial,endothelial,CL:0000115,pulmonary venous endothelial cell,venous endothelial cell,LMHA:00805,,,,,ACKR1,atypical chemokine receptor 1 (Duffy blood group),HGNC:4035,PDZRN4,PDZ domain containing ring finger 4,HGNC:30552,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,Pulmonary Vein,pulmonary vein,UBERON:0002016,Pulmonary Vein endotheliim,Pulmonary Vein endotheliim,,endothelial,endothelial,CL:0000115,endothelial progenitors,endothelial progenitor cells,CL:0002619,,,,,KIT,"KIT proto-oncogene, receptor tyrosine kinase",HGNC:6342,APLNR,apelin receptor,HGNC:339,,,,,,,,,,,,,,,,,,,,,,
Respiratory System,Respiratory System,UBERON:0001004,Left Lung,Left Lung,UBERON:0002168,Left Lower Lobe,Lower Lobe of Left Lung,UBERON: 0008953,Left Superior Bronchopulmonary Segment,Left Superior Bronchopulmonary Segment,fma:7376,Pulmonary Lobule,pulmonarly lobule,UBERON: 0010368,Interlobular Septa,Pulmonary Interlobular Septum,fma:84472,pulmonary lymphatic vessel,pulmonary lymphatic vessel,UBERON:0018227,respiratory system lymphatic vessel endothelium,respiratory system lymphatic vessel endothelium,UBERON:0003529,endothelial,endothelial,CL:0000115,lymphatic endothelial cell,endothelial cell of lymphatic vessel,CL:0002138,,,,,MMRN1,multimerin 1,HGNC:7178,PROX1,prospero homeobox 1,HGNC:9459,PDPN,podoplanin,,,,,,,,,,,,,,,,,,,,
