,name
ENSMUSG00000084230,Gm14388
ENSMUSG00000084231,Gm11975
ENSMUSG00000084234,4933405O20Rik
ENSMUSG00000084235,Gm15421
ENSMUSG00000084236,Olfr637-ps1
ENSMUSG00000084237,Gm11781
ENSMUSG00000084238,Gm13076
ENSMUSG00000084239,Gm14463
ENSMUSG00000084240,Gm15383
ENSMUSG00000084241,Gm13416
ENSMUSG00000084243,Gm13784
ENSMUSG00000084244,Gm14020
ENSMUSG00000084245,Gm14994
ENSMUSG00000084246,Gm15162
ENSMUSG00000084247,Gm14566
ENSMUSG00000084248,Gm11409
ENSMUSG00000084249,Gm12267
ENSMUSG00000084250,Gm13550
ENSMUSG00000084251,Gm12310
ENSMUSG00000084252,Gm12036
ENSMUSG00000084253,Gm11256
ENSMUSG00000084254,Defa-ps11
ENSMUSG00000084256,Gm14976
ENSMUSG00000084257,Gm11597
ENSMUSG00000084259,Gm12040
ENSMUSG00000084260,Gm12844
ENSMUSG00000084261,Rpl36a-ps4
ENSMUSG00000084262,Olfr588-ps1
ENSMUSG00000084264,Gm14142
ENSMUSG00000084265,Gm14541
ENSMUSG00000084267,Gm12417
ENSMUSG00000084269,Gm14784
ENSMUSG00000084270,Gm15177
ENSMUSG00000084271,Gm14846
ENSMUSG00000084272,Gm13224
ENSMUSG00000084273,Gm12628
ENSMUSG00000084274,Ptma-ps2
ENSMUSG00000084275,Gm5396
ENSMUSG00000084276,Gm8317
ENSMUSG00000084277,Gm11702
ENSMUSG00000084278,Gm12189
ENSMUSG00000084279,Gm13232
ENSMUSG00000084280,Gm11972
ENSMUSG00000084281,Gm14770
ENSMUSG00000084282,Gm15054
ENSMUSG00000084283,Gm14914
ENSMUSG00000084284,Tpt1-ps6
ENSMUSG00000084285,Gm13451
ENSMUSG00000084286,Cyp2j15-ps
ENSMUSG00000084287,Gm14576
ENSMUSG00000084288,Mif-ps8
ENSMUSG00000084289,Fth1-ps
ENSMUSG00000084291,Gm6654
ENSMUSG00000084292,Gm13535
ENSMUSG00000084293,Gm12143
ENSMUSG00000084294,Gm13533
ENSMUSG00000084295,Olfr1235-ps1
ENSMUSG00000084296,Scgb2b25-ps
ENSMUSG00000084297,Gm13755
ENSMUSG00000084298,Gm14331
ENSMUSG00000084299,Gm6630
ENSMUSG00000084300,Gm6954
ENSMUSG00000084301,Gm7856
ENSMUSG00000084302,Gm12194
ENSMUSG00000084303,Gm8216
ENSMUSG00000084304,Gm6142
ENSMUSG00000084305,Gm14645
ENSMUSG00000084306,Gm11743
ENSMUSG00000084307,Gm12151
ENSMUSG00000084308,Gm14593
ENSMUSG00000084309,Mup-ps20
ENSMUSG00000084310,Gm11950
ENSMUSG00000084311,Gm11257
ENSMUSG00000084312,Gm13122
ENSMUSG00000084313,Gm13809
ENSMUSG00000084314,Rps15a-ps3
ENSMUSG00000084315,Vmn1r-ps128
ENSMUSG00000084316,Gm8668
ENSMUSG00000084318,Gm11987
ENSMUSG00000084319,Tpt1-ps3
ENSMUSG00000084320,Gm14125
ENSMUSG00000084323,Gm14438
ENSMUSG00000084324,Gm6500
ENSMUSG00000084325,Gm15550
ENSMUSG00000084326,Gm12820
ENSMUSG00000084327,Gm14531
ENSMUSG00000084328,Gm14046
ENSMUSG00000084329,Gm6733
ENSMUSG00000084330,Gm15019
ENSMUSG00000084331,Gm8163
ENSMUSG00000084332,Gm8840
ENSMUSG00000084333,Gm11599
ENSMUSG00000084334,Gm13494
ENSMUSG00000084335,Gm12619
ENSMUSG00000084336,Olfr1269
ENSMUSG00000084337,Gm14986
ENSMUSG00000084338,Gm13531
ENSMUSG00000084339,Gm6141
ENSMUSG00000084340,Gm14766
ENSMUSG00000084341,Gm3928
ENSMUSG00000084342,Gm11224
ENSMUSG00000084343,Gm16198
ENSMUSG00000084344,Gm15305
ENSMUSG00000084345,Rpl17-ps4
ENSMUSG00000084346,Cyp4a30b
ENSMUSG00000084347,Akt2-ps
ENSMUSG00000084348,Gm14608
ENSMUSG00000084349,Rpl3-ps1
ENSMUSG00000084350,Znf41-ps
ENSMUSG00000084351,Gm13085
ENSMUSG00000084352,Gm12370
ENSMUSG00000084353,Gm15452
ENSMUSG00000084355,Gm14792
ENSMUSG00000084356,Olfr590-ps1
ENSMUSG00000084357,Gm11268
ENSMUSG00000084358,Gm11352
ENSMUSG00000084359,Gm13692
ENSMUSG00000084360,Gm11797
ENSMUSG00000084361,Gm8202
ENSMUSG00000084362,2610024D14Rik
ENSMUSG00000084363,Gm2288
ENSMUSG00000084366,Gm15313
ENSMUSG00000084367,Gm15142
ENSMUSG00000084368,Gm11572
ENSMUSG00000084369,Gm14626
ENSMUSG00000084370,Gm15442
ENSMUSG00000084371,Gm14113
ENSMUSG00000084372,Gm13988
ENSMUSG00000084373,Rps2-ps4
ENSMUSG00000084374,Gm13255
ENSMUSG00000084375,Gm11637
ENSMUSG00000084376,Gm14855
ENSMUSG00000084377,Gm15302
ENSMUSG00000084378,Gm15238
ENSMUSG00000084379,Gm12957
ENSMUSG00000084380,Tmc4-ps
ENSMUSG00000084381,AA413626
ENSMUSG00000084382,Gm3267
ENSMUSG00000084383,Gm13370
ENSMUSG00000084384,Gm12251
ENSMUSG00000084385,Gm13873
ENSMUSG00000084386,Gm13852
ENSMUSG00000084387,Olfr379-ps1
ENSMUSG00000084390,Gm15425
ENSMUSG00000084391,Gm13967
ENSMUSG00000084392,Rps29-ps
ENSMUSG00000084393,Gm14101
ENSMUSG00000084394,Gm8111
ENSMUSG00000084395,Gm15087
ENSMUSG00000084396,Gm14657
ENSMUSG00000084397,Gm9133
ENSMUSG00000084399,Gm15666
ENSMUSG00000084400,Gm11576
ENSMUSG00000084401,Gm12586
ENSMUSG00000084403,Rps15a-ps8
ENSMUSG00000084404,Gm12513
ENSMUSG00000084405,Olfr1169-ps1
ENSMUSG00000084407,Gm14018
ENSMUSG00000084408,Gm11870
ENSMUSG00000084411,Gm11510
ENSMUSG00000084412,Gm12044
ENSMUSG00000084413,Gm12017
ENSMUSG00000084414,Gm11270
ENSMUSG00000084415,Gm12837
ENSMUSG00000084416,Rpl10a-ps1
ENSMUSG00000084417,Gm23463
ENSMUSG00000084421,Gm25107
ENSMUSG00000084425,Gm25104
ENSMUSG00000084428,Gm25102
ENSMUSG00000084435,Gm23429
ENSMUSG00000084437,Gm23428
ENSMUSG00000084440,Gm26254
ENSMUSG00000084441,Gm26255
ENSMUSG00000084442,Gm26253
ENSMUSG00000084447,Gm26251
ENSMUSG00000084448,Gm26256
ENSMUSG00000084449,Gm26257
ENSMUSG00000084450,Gm24595
ENSMUSG00000084453,Gm24596
ENSMUSG00000084454,Gm24592
ENSMUSG00000084456,Gm24593
ENSMUSG00000084458,Mir1907
ENSMUSG00000084459,Gm24598
ENSMUSG00000084461,Gm22958
ENSMUSG00000084466,Gm22960
ENSMUSG00000084469,Gm22956
ENSMUSG00000084473,Gm25784
ENSMUSG00000084474,Gm25783
ENSMUSG00000084478,Gm26425
ENSMUSG00000084479,Gm26424
ENSMUSG00000084484,Gm23788
ENSMUSG00000084487,Gm23787
ENSMUSG00000084493,Gm22106
ENSMUSG00000084497,Gm22107
ENSMUSG00000084504,Gm25323
ENSMUSG00000084505,Gm25322
ENSMUSG00000084506,Gm23792
ENSMUSG00000084507,Gm25321
ENSMUSG00000084514,Mir1893
ENSMUSG00000084515,Gm22479
ENSMUSG00000084516,Mir1902
ENSMUSG00000084517,Gm22480
ENSMUSG00000084521,Gm24183
ENSMUSG00000084523,Mir1903
ENSMUSG00000084527,Gm24185
ENSMUSG00000084535,Mir1906-1
ENSMUSG00000084549,DQ267100
ENSMUSG00000084550,Gm25269
ENSMUSG00000084551,Gm24839
ENSMUSG00000084552,Gm24840
ENSMUSG00000084555,Gm25270
ENSMUSG00000084557,Gm25279
ENSMUSG00000084558,Gm24836
ENSMUSG00000084559,Mir1906-2
ENSMUSG00000084560,Gm26478
ENSMUSG00000084564,Mir1895
ENSMUSG00000084565,Mir1901
ENSMUSG00000084569,Gm26479
ENSMUSG00000084575,Gm23656
ENSMUSG00000084576,Gm23655
ENSMUSG00000084579,Gm23661
ENSMUSG00000084583,Gm25177
ENSMUSG00000084589,Gm25176
ENSMUSG00000084590,Mir1896
ENSMUSG00000084592,Mir1898
ENSMUSG00000084593,Gm22345
ENSMUSG00000084601,Gm23111
ENSMUSG00000084604,Gm22205
ENSMUSG00000084606,Gm23118
ENSMUSG00000084607,Gm22208
ENSMUSG00000084609,Gm22199
ENSMUSG00000084610,Gm25052
ENSMUSG00000084617,Gm22073
ENSMUSG00000084619,Gm25045
ENSMUSG00000084621,Gm25106
ENSMUSG00000084629,Gm25112
ENSMUSG00000084632,Gm23887
ENSMUSG00000084638,Gm23889
ENSMUSG00000084644,Gm24379
ENSMUSG00000084646,Gm24381
ENSMUSG00000084647,Gm24382
ENSMUSG00000084648,Gm24378
ENSMUSG00000084651,Mir1904
ENSMUSG00000084652,Gm22717
ENSMUSG00000084659,Gm22720
ENSMUSG00000084661,Gm24635
ENSMUSG00000084663,Mir1900
ENSMUSG00000084665,Gm23214
ENSMUSG00000084667,Gm23212
ENSMUSG00000084669,Gm23206
ENSMUSG00000084678,Gm26020
ENSMUSG00000084686,Gm22027
ENSMUSG00000084690,Gm24896
ENSMUSG00000084691,Gm24895
ENSMUSG00000084696,Gm24892
ENSMUSG00000084700,Gm22984
ENSMUSG00000084703,Gm22985
ENSMUSG00000084711,Gm24629
ENSMUSG00000084713,Gm24627
ENSMUSG00000084714,Gm24631
ENSMUSG00000084717,Gm24630
ENSMUSG00000084725,Gm24141
ENSMUSG00000084728,Mir1905
ENSMUSG00000084731,Gm25806
ENSMUSG00000084737,Gm25805
ENSMUSG00000084739,Gm22067
ENSMUSG00000084740,Gm25294
ENSMUSG00000084745,Gm25290
ENSMUSG00000084747,Mir1899
ENSMUSG00000084748,Gm25289
ENSMUSG00000084751,Mir1894
ENSMUSG00000084752,Gm22451
ENSMUSG00000084753,Gm22452
ENSMUSG00000084754,Gm12532
ENSMUSG00000084755,Gm16276
ENSMUSG00000084756,Gm13881
ENSMUSG00000084757,1700057H15Rik
ENSMUSG00000084758,Gm12798
ENSMUSG00000084760,Gm15472
ENSMUSG00000084761,Gm12406
ENSMUSG00000084762,Platr3
ENSMUSG00000084764,Grip1os2
ENSMUSG00000084766,Gm12714
ENSMUSG00000084768,Gm13605
ENSMUSG00000084769,Gm12061
ENSMUSG00000084771,A230072E10Rik
ENSMUSG00000084772,Gm15473
ENSMUSG00000084773,Gm12159
ENSMUSG00000084774,Gm14110
ENSMUSG00000084775,Gm16741
ENSMUSG00000084776,Gm14951
ENSMUSG00000084780,Gm15350
ENSMUSG00000084781,D930015M05Rik
ENSMUSG00000084782,Gm11213
ENSMUSG00000084783,Gm15419
ENSMUSG00000084785,Gm13972
ENSMUSG00000084786,Ubl5
ENSMUSG00000084787,Gm12436
ENSMUSG00000084788,Gm11342
ENSMUSG00000084789,Gm12974
ENSMUSG00000084790,Gm15879
ENSMUSG00000084791,Gm13667
ENSMUSG00000084792,1700056N10Rik
ENSMUSG00000084793,Gm2568
ENSMUSG00000084794,Gm13662
ENSMUSG00000084795,Gm14617
ENSMUSG00000084796,Mir142hg
ENSMUSG00000084797,Gm14321
ENSMUSG00000084798,4930533B01Rik
ENSMUSG00000084799,Ino80dos
ENSMUSG00000084800,Gm12205
ENSMUSG00000084802,Gm14089
ENSMUSG00000084803,5830444B04Rik
ENSMUSG00000084804,1700095J12Rik
ENSMUSG00000084805,Gm12273
ENSMUSG00000084806,Gm15232
ENSMUSG00000084807,Gm13073
ENSMUSG00000084808,9430091E24Rik
ENSMUSG00000084809,Gm12631
ENSMUSG00000084811,1700092E19Rik
ENSMUSG00000084816,Platr29
ENSMUSG00000084817,Gm5526
ENSMUSG00000084818,Gm14640
ENSMUSG00000084819,Gm11967
ENSMUSG00000084821,Gm15880
ENSMUSG00000084822,Myadml2os
ENSMUSG00000084823,Gm17216
ENSMUSG00000084824,Gm16344
ENSMUSG00000084825,2410152P15Rik
ENSMUSG00000084826,AI847159
ENSMUSG00000084828,Gm12367
ENSMUSG00000084829,Gm14266
ENSMUSG00000084830,Gm14539
ENSMUSG00000084831,Gm14710
ENSMUSG00000084833,Gm12649
ENSMUSG00000084834,4930565N06Rik
ENSMUSG00000084835,Gm12352
ENSMUSG00000084836,Gm16274
ENSMUSG00000084837,1700108N11Rik
ENSMUSG00000084838,Gm10241
ENSMUSG00000084839,Gm14097
ENSMUSG00000084840,Gm11468
ENSMUSG00000084842,Pabpc1l2b
ENSMUSG00000084843,B230312C02Rik
ENSMUSG00000084844,Hoxb3os
ENSMUSG00000084845,Tmem240
ENSMUSG00000084846,A730011C13Rik
ENSMUSG00000084847,Gm15507
ENSMUSG00000084848,4933408N05Rik
ENSMUSG00000084849,Gm16105
ENSMUSG00000084850,Gm12092
ENSMUSG00000084851,Gm11267
ENSMUSG00000084852,Gm16359
ENSMUSG00000084853,Gm11791
ENSMUSG00000084854,Gm12678
ENSMUSG00000084855,Gm9850
ENSMUSG00000084856,Gm11528
ENSMUSG00000084858,Gm1980
ENSMUSG00000084859,1700080N15Rik
ENSMUSG00000084860,2610204G07Rik
ENSMUSG00000084861,1700095J07Rik
ENSMUSG00000084862,Gm16278
ENSMUSG00000084863,Gm12523
ENSMUSG00000084864,1700027A07Rik
ENSMUSG00000084865,Gm15723
ENSMUSG00000084866,A930006K02Rik
ENSMUSG00000084869,Gm13063
ENSMUSG00000084870,Gm13954
ENSMUSG00000084871,Gm2800
ENSMUSG00000084873,C030047K22Rik
ENSMUSG00000084874,Gm12906
ENSMUSG00000084875,4930570D08Rik
ENSMUSG00000084876,Gm14965
ENSMUSG00000084878,Lrrc8dos
ENSMUSG00000084880,Tomm6os
ENSMUSG00000084883,Ccdc85c
ENSMUSG00000084884,Gm12289
ENSMUSG00000084885,3010001F23Rik
ENSMUSG00000084887,Gm11749
ENSMUSG00000084889,Gm12148
ENSMUSG00000084890,A830036E02Rik
ENSMUSG00000084891,Gm12958
ENSMUSG00000084892,Gm14471
ENSMUSG00000084893,Hba-ps4
ENSMUSG00000084895,AA672651
ENSMUSG00000084896,Gm11632
ENSMUSG00000084897,Gm14226
ENSMUSG00000084898,Gm12371
ENSMUSG00000084899,Gm15344
ENSMUSG00000084901,Gm13266
ENSMUSG00000084902,Gm281
ENSMUSG00000084904,Gm14827
ENSMUSG00000084905,Gm12081
ENSMUSG00000084906,Gm13794
ENSMUSG00000084907,Gm14505
ENSMUSG00000084908,C79798
ENSMUSG00000084909,4930528G23Rik
ENSMUSG00000084910,C630043F03Rik
ENSMUSG00000084911,Gm16185
ENSMUSG00000084913,Gm7616
ENSMUSG00000084915,C230037L18Rik
ENSMUSG00000084916,Gm11656
ENSMUSG00000084917,Gm17477
ENSMUSG00000084918,Gm12708
ENSMUSG00000084919,Ptprtos
ENSMUSG00000084920,Gm15230
ENSMUSG00000084921,Gm13838
ENSMUSG00000084923,Gm15611
ENSMUSG00000084924,Vmn1r-ps103
ENSMUSG00000084925,1810062O18Rik
ENSMUSG00000084927,Gm5724
ENSMUSG00000084929,Foxo6os
ENSMUSG00000084930,Gm11706
ENSMUSG00000084932,Gm15156
ENSMUSG00000084933,Gm13962
ENSMUSG00000084934,Gm16035
ENSMUSG00000084935,Gm14161
ENSMUSG00000084936,Gm11583
ENSMUSG00000084937,Gm11228
ENSMUSG00000084938,BB557941
ENSMUSG00000084939,Gm830
ENSMUSG00000084940,Gm15935
ENSMUSG00000084941,Gm11944
ENSMUSG00000084942,7330404K18Rik
ENSMUSG00000084944,Gm14684
ENSMUSG00000084945,C030037F17Rik
ENSMUSG00000084946,Dlx1as
ENSMUSG00000084947,Gm15594
ENSMUSG00000084948,1700061H18Rik
ENSMUSG00000084949,Gm16249
ENSMUSG00000084950,Gm5577
ENSMUSG00000084951,Mipepos
ENSMUSG00000084954,Gm16351
ENSMUSG00000084955,Gm14349
ENSMUSG00000084957,Bbip1
ENSMUSG00000084959,4933407I08Rik
ENSMUSG00000084960,B430010I23Rik
ENSMUSG00000084962,Gm11947
ENSMUSG00000084963,Gm14936
ENSMUSG00000084964,Gm15503
ENSMUSG00000084965,Gm13857
ENSMUSG00000084966,2810471M01Rik
ENSMUSG00000084967,Gm12296
ENSMUSG00000084968,Gm12743
ENSMUSG00000084969,Gm11205
ENSMUSG00000084970,1700060J05Rik
ENSMUSG00000084971,4930579D09Rik
ENSMUSG00000084973,Gm13848
ENSMUSG00000084974,Gm15567
ENSMUSG00000084978,Gm11655
ENSMUSG00000084979,Gm16267
ENSMUSG00000084980,Slc36a1os
ENSMUSG00000084981,Gm15962
ENSMUSG00000084982,Gm15275
ENSMUSG00000084983,Gm11789
ENSMUSG00000084984,Far1os
ENSMUSG00000084985,Gm16135
ENSMUSG00000084986,Gm16224
ENSMUSG00000084987,Gm13134
ENSMUSG00000084989,Crocc2
ENSMUSG00000084990,Gm14549
ENSMUSG00000084991,Gm16260
ENSMUSG00000084992,Gm13842
ENSMUSG00000084993,Gm12305
ENSMUSG00000084995,Lyzl4os
ENSMUSG00000084996,Gm11419
ENSMUSG00000084997,Gm15471
ENSMUSG00000084998,Gm16279
ENSMUSG00000084999,Gm15839
ENSMUSG00000085000,Gm14553
ENSMUSG00000085001,Rapgef4os2
ENSMUSG00000085002,Gm12984
ENSMUSG00000085003,Pip5k1bos
ENSMUSG00000085004,5430427M07Rik
ENSMUSG00000085006,BC021767
ENSMUSG00000085007,Smim43
ENSMUSG00000085008,Dbhos
ENSMUSG00000085009,Gm12977
ENSMUSG00000085010,Gssos1
ENSMUSG00000085012,Gm15492
ENSMUSG00000085014,Gm13490
ENSMUSG00000085015,Gm14424
ENSMUSG00000085016,Gm11335
ENSMUSG00000085017,Gm13412
ENSMUSG00000085019,Pard3bos2
ENSMUSG00000085020,2310081O03Rik
ENSMUSG00000085021,Gm12051
ENSMUSG00000085022,Gm5860
ENSMUSG00000085023,Gm12744
ENSMUSG00000085024,C230035I16Rik
ENSMUSG00000085025,Gm13715
ENSMUSG00000085026,Srrm3os
ENSMUSG00000085027,Gm11840
ENSMUSG00000085028,Slc2a4rg-ps
ENSMUSG00000085029,Gm13569
ENSMUSG00000085030,2810455O05Rik
ENSMUSG00000085032,Gm11217
ENSMUSG00000085033,Gm11646
ENSMUSG00000085034,Gm11240
ENSMUSG00000085035,Gm12031
ENSMUSG00000085036,Gm14011
ENSMUSG00000085037,4933421O10Rik
ENSMUSG00000085039,Gm15927
ENSMUSG00000085041,BB031773
ENSMUSG00000085042,Abhd11os
ENSMUSG00000085043,Gm13184
ENSMUSG00000085044,1700109G15Rik
ENSMUSG00000085046,Gm11467
ENSMUSG00000085047,Gm13026
ENSMUSG00000085048,Gm15537
ENSMUSG00000085049,Parvaos
ENSMUSG00000085051,Gm11542
ENSMUSG00000085053,Gm14809
ENSMUSG00000085054,Gm15834
ENSMUSG00000085055,Gm15958
ENSMUSG00000085057,Gm13415
ENSMUSG00000085058,8030453O22Rik
ENSMUSG00000085059,Gm11750
ENSMUSG00000085060,E330016L19Rik
ENSMUSG00000085063,Gm16024
ENSMUSG00000085066,Gm4989
ENSMUSG00000085067,Gm15631
ENSMUSG00000085068,Gm15895
ENSMUSG00000085069,Prdm16os
ENSMUSG00000085070,Gm13211
ENSMUSG00000085071,Gm14066
ENSMUSG00000085072,Ict1os
ENSMUSG00000085073,Gm14562
ENSMUSG00000085074,Gm11494
ENSMUSG00000085075,Gm15669
ENSMUSG00000085077,1700049E15Rik
ENSMUSG00000085078,C030013C21Rik
ENSMUSG00000085079,Khdc1b
ENSMUSG00000085080,2310044K18Rik
ENSMUSG00000085081,Rptoros
ENSMUSG00000085082,Gm16330
ENSMUSG00000085083,Gm11615
ENSMUSG00000085084,4930570G19Rik
ENSMUSG00000085085,1700086P04Rik
ENSMUSG00000085087,Gm13528
ENSMUSG00000085088,4931413K12Rik
ENSMUSG00000085089,Arhgap15os
ENSMUSG00000085090,Gm12711
ENSMUSG00000085091,Egfros
ENSMUSG00000085093,Gm12737
ENSMUSG00000085094,Gm15692
ENSMUSG00000085095,Gm15635
ENSMUSG00000085097,Gm13049
ENSMUSG00000085099,Gm16288
ENSMUSG00000085100,Gm13324
ENSMUSG00000085101,Platr16
ENSMUSG00000085102,1700010K24Rik
ENSMUSG00000085103,Gm16357
ENSMUSG00000085104,Gm11731
ENSMUSG00000085105,Gm12758
ENSMUSG00000085106,Gm16000
ENSMUSG00000085107,Gm4764
ENSMUSG00000085108,Saxo1os
ENSMUSG00000085109,Gm15356
ENSMUSG00000085110,Gm13920
ENSMUSG00000085111,Ascl4
ENSMUSG00000085112,A530072M11Rik
ENSMUSG00000085113,B130011K05Rik
ENSMUSG00000085114,1600025M17Rik
ENSMUSG00000085115,Gm11197
ENSMUSG00000085116,Gm2735
ENSMUSG00000085118,Gm15774
ENSMUSG00000085120,Gm16086
ENSMUSG00000085121,5730437C11Rik
ENSMUSG00000085122,4933404K08Rik
ENSMUSG00000085123,Rubie
ENSMUSG00000085124,Gm12766
ENSMUSG00000085125,Gm16070
ENSMUSG00000085126,Gm12589
ENSMUSG00000085127,4930444E06Rik
ENSMUSG00000085129,5031425F14Rik
ENSMUSG00000085130,Gm11417
ENSMUSG00000085132,Gm12265
ENSMUSG00000085133,B930095G15Rik
ENSMUSG00000085134,Gm11659
ENSMUSG00000085135,Lrrc55os
ENSMUSG00000085139,A730046J19Rik
ENSMUSG00000085141,Gm13429
ENSMUSG00000085142,Gm12702
ENSMUSG00000085143,Gm11520
ENSMUSG00000085145,Gm11614
ENSMUSG00000085146,Eif2c5
ENSMUSG00000085147,Gm12609
ENSMUSG00000085148,Mir22hg
ENSMUSG00000085150,Gm16346
ENSMUSG00000085151,1110018N20Rik
ENSMUSG00000085152,Gm11496
ENSMUSG00000085154,C130046K22Rik
ENSMUSG00000085155,Gm11780
ENSMUSG00000085156,Snhg15
ENSMUSG00000085157,4930515L19Rik
ENSMUSG00000085158,Gm14264
ENSMUSG00000085160,Gm13617
ENSMUSG00000085161,Gm7580
ENSMUSG00000085162,Gm12295
ENSMUSG00000085165,Gm12089
ENSMUSG00000085166,Gm15522
ENSMUSG00000085167,Gm12063
ENSMUSG00000085168,Gm16252
ENSMUSG00000085169,Gm10785
ENSMUSG00000085170,Lrrc75aos1
ENSMUSG00000085171,D830026I12Rik
ENSMUSG00000085172,Gm6542
ENSMUSG00000085173,Gm2869
ENSMUSG00000085174,Gm16206
ENSMUSG00000085175,Gm11423
ENSMUSG00000085176,Gm15397
ENSMUSG00000085177,Gm11209
ENSMUSG00000085178,Kdm6bos
ENSMUSG00000085179,Gm13645
ENSMUSG00000085180,AI838599
ENSMUSG00000085181,Gm12709
ENSMUSG00000085182,Gm13596
ENSMUSG00000085183,Wincr1
ENSMUSG00000085184,4933439K11Rik
ENSMUSG00000085185,BC028777
ENSMUSG00000085187,Gm13860
ENSMUSG00000085188,Gm11368
ENSMUSG00000085189,Gm11963
ENSMUSG00000085192,Gm12195
ENSMUSG00000085193,Gm13322
ENSMUSG00000085194,Platr32
ENSMUSG00000085196,Gm14963
ENSMUSG00000085197,1700125H03Rik
ENSMUSG00000085198,4933416E03Rik
ENSMUSG00000085199,Gm15346
ENSMUSG00000085201,Nr6a1os
ENSMUSG00000085202,Gm15620
ENSMUSG00000085203,Gm12927
ENSMUSG00000085204,Gm15327
ENSMUSG00000085205,Gm13185
ENSMUSG00000085206,Gm13380
ENSMUSG00000085207,Gm11767
ENSMUSG00000085208,Brip1os
ENSMUSG00000085209,Gm12637
ENSMUSG00000085211,B430219N15Rik
ENSMUSG00000085213,Gm13091
ENSMUSG00000085217,6030471H07Rik
ENSMUSG00000085218,BB218582
ENSMUSG00000085221,Gm11309
ENSMUSG00000085222,Gm13974
ENSMUSG00000085223,Gm11210
ENSMUSG00000085224,Gm13425
ENSMUSG00000085225,Gm14637
ENSMUSG00000085226,Gm7855
ENSMUSG00000085227,6330418K02Rik
ENSMUSG00000085228,Gm14376
ENSMUSG00000085229,Gm11672
ENSMUSG00000085230,Gm16013
ENSMUSG00000085232,Gm11962
ENSMUSG00000085234,Gm15614
ENSMUSG00000085235,Gm12576
ENSMUSG00000085236,2610206C17Rik
ENSMUSG00000085237,Gm15406
ENSMUSG00000085238,4930479D17Rik
ENSMUSG00000085239,Gm12150
ENSMUSG00000085240,Gm12119
ENSMUSG00000085241,Snhg3
ENSMUSG00000085242,Gm11537
ENSMUSG00000085244,Spag17os
ENSMUSG00000085245,Gm11713
ENSMUSG00000085246,Gm15893
ENSMUSG00000085247,4930545L23Rik
ENSMUSG00000085248,Gm11587
ENSMUSG00000085250,Gm15234
ENSMUSG00000085251,Gm12326
ENSMUSG00000085252,8430437L04Rik
ENSMUSG00000085253,Gm16833
ENSMUSG00000085254,Gm15881
ENSMUSG00000085255,Taco1os
ENSMUSG00000085256,Dmrta2os
ENSMUSG00000085257,Gm13264
ENSMUSG00000085260,Med9os
ENSMUSG00000085261,Gm13814
ENSMUSG00000085262,Gm11574
ENSMUSG00000085263,1700125G02Rik
ENSMUSG00000085264,Gm15581
ENSMUSG00000085265,Nell1os
ENSMUSG00000085267,Gm14235
ENSMUSG00000085269,Gm15777
ENSMUSG00000085271,E130006D01Rik
ENSMUSG00000085272,Sbk3
ENSMUSG00000085274,BC046401
ENSMUSG00000085275,Gm14487
ENSMUSG00000085276,Gm15812
ENSMUSG00000085277,Gm13943
ENSMUSG00000085278,Gm12841
ENSMUSG00000085279,Gm15965
ENSMUSG00000085280,Gm16151
ENSMUSG00000085281,Gm13316
ENSMUSG00000085282,Gm15663
ENSMUSG00000085284,Gm16189
ENSMUSG00000085285,Gm14968
ENSMUSG00000085286,Ube4bos3
ENSMUSG00000085287,4833418N02Rik
ENSMUSG00000085288,Gm16356
ENSMUSG00000085289,Gm15337
ENSMUSG00000085290,Gm16129
ENSMUSG00000085292,Gm12853
ENSMUSG00000085293,Gm13817
ENSMUSG00000085295,4930430E12Rik
ENSMUSG00000085297,Gm11651
ENSMUSG00000085298,F730035M05Rik
ENSMUSG00000085300,Gm16345
ENSMUSG00000085301,Gm12132
ENSMUSG00000085302,Trav8-2
ENSMUSG00000085303,Gm16751
ENSMUSG00000085304,Gm12802
ENSMUSG00000085305,Gm12410
ENSMUSG00000085307,Gm11525
ENSMUSG00000085310,Gm11491
ENSMUSG00000085311,Gm15445
ENSMUSG00000085312,Gm12763
ENSMUSG00000085314,Gm14866
ENSMUSG00000085315,A430018G15Rik
ENSMUSG00000085316,D330050G23Rik
ENSMUSG00000085317,Gssos2
ENSMUSG00000085318,Gm12524
ENSMUSG00000085319,Gm13330
ENSMUSG00000085320,Gm11548
ENSMUSG00000085321,4930412F09Rik
ENSMUSG00000085322,Gm14261
ENSMUSG00000085323,9130410C08Rik
ENSMUSG00000085324,Gm11680
ENSMUSG00000085325,Gm14974
ENSMUSG00000085326,Gm15642
ENSMUSG00000085327,Gm16104
ENSMUSG00000085328,Gm17131
ENSMUSG00000085329,2810404F17Rik
ENSMUSG00000085330,Gm13417
ENSMUSG00000085331,Gm11274
ENSMUSG00000085333,1700030A11Rik
ENSMUSG00000085334,Gm12940
ENSMUSG00000085335,Gm13684
ENSMUSG00000085336,Gm11732
ENSMUSG00000085337,Gm15964
ENSMUSG00000085338,2410004I01Rik
ENSMUSG00000085340,Gm16335
ENSMUSG00000085342,Gm12254
ENSMUSG00000085345,Gm16064
ENSMUSG00000085347,Hk1os
ENSMUSG00000085348,Myhas
ENSMUSG00000085350,4930529I22Rik
ENSMUSG00000085351,Gm12472
ENSMUSG00000085352,Gm4128
ENSMUSG00000085353,1700092C17Rik
ENSMUSG00000085354,Gm2044
ENSMUSG00000085355,3010003L21Rik
ENSMUSG00000085357,Gm13480
